Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764182206,50,,Aggregated,10.400000,1.100000,360,430,860,5200,5500,10000,10000,10000,11000,12000,12000,3239,222,360.0,1759.094463350992,1.9753000233322382,11852.130900137126,324.16332201296694
1764182207,50,,Aggregated,10.500000,1.400000,360,430,860,5300,5500,10000,10000,10000,11000,12000,12000,3250,222,360.0,1758.477698582511,1.9753000233322382,11852.130900137126,324.03138461538464
1764182208,50,,Aggregated,10.300000,1.500000,360,430,860,5300,5400,10000,10000,10000,11000,12000,12000,3260,222,360.0,1756.8863077585563,1.9753000233322382,11852.130900137126,323.9840490797546
1764182209,50,,Aggregated,10.600000,1.600000,360,430,870,5300,5400,10000,10000,10000,11000,12000,12000,3271,222,360.0,1759.7280476898302,1.9753000233322382,11852.130900137126,324.19107306634055
1764182210,50,,Aggregated,10.900000,1.600000,360,430,880,5300,5400,10000,10000,10000,11000,12000,12000,3289,224,360.0,1763.8395376387089,1.9753000233322382,11852.130900137126,324.4642748555792
1764182211,50,,Aggregated,10.500000,1.600000,360,430,890,5300,5500,10000,10000,10000,11000,12000,12000,3304,226,360.0,1766.019220125256,1.9753000233322382,11852.130900137126,324.42615012106535
1764182212,50,,Aggregated,11.600000,1.500000,360,440,900,5300,5500,10000,10000,10000,11000,12000,12000,3330,228,360.0,1771.7502972654377,1.9753000233322382,11852.130900137126,324.9219219219219
1764182213,50,,Aggregated,11.700000,1.600000,360,440,870,5300,5500,10000,10000,10000,11000,12000,12000,3349,229,360.0,1766.5469925931275,1.9753000233322382,11852.130900137126,325.005374738728
1764182214,50,,Aggregated,13.100000,1.900000,360,440,860,5300,5500,10000,10000,10000,11000,12000,12000,3367,230,360.0,1763.2504522703357,1.9753000233322382,11852.130900137126,324.95069795069793
1764182215,50,,Aggregated,13.900000,1.500000,370,440,750,5200,5400,10000,10000,10000,11000,12000,12000,3396,230,370.0,1751.2361858053396,1.9753000233322382,11852.130900137126,325.10365135453475
1764182216,50,,Aggregated,14.600000,1.300000,360,440,690,5000,5400,10000,10000,10000,11000,12000,12000,3413,230,360.0,1743.721683532092,1.9753000233322382,11852.130900137126,325.14005273952534
1764182217,50,,Aggregated,15.100000,1.000000,360,440,660,4900,5400,10000,10000,10000,11000,12000,12000,3435,230,360.0,1734.0042675968689,1.9753000233322382,11852.130900137126,324.884133915575
1764182218,50,,Aggregated,17.200000,0.900000,360,430,660,4800,5400,10000,10000,10000,11000,12000,12000,3443,230,360.0,1730.3795083053328,1.9753000233322382,11852.130900137126,324.6752831832704
1764182219,50,,Aggregated,18.300000,0.800000,360,430,650,4800,5400,10000,10000,10000,11000,12000,12000,3452,230,360.0,1726.2886328492389,1.9753000233322382,11852.130900137126,324.38818076477406
